Key,english,french
dhsPerkMedicChemQualityR1Long,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).
dhsPerkMedicChemQualityR2,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkMedicChemQualityR2Long,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).
dhsPerkMedicChemQualityR3,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkMedicChemQualityR3Long,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).,Niveau 3 : +3. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).
dhsPerkMedicChemQualityR4,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkMedicChemQualityR4Long,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).,Niveau 4 : +4. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).
dhsPerkMedicChemQualityR5,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkMedicChemQualityR5Long,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).,Niveau 5 : +5. Améliore la qualité de ce que vous fabriquez (chimie et explosifs).
dhsPerkMedicChemSpeedName,Production rapide,Production rapide
dhsPerkMedicChemSpeedDesc,Fabrique plus vite (chimie et explosifs).,Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemSpeedR1,Production rapide,Production rapide
dhsPerkMedicChemSpeedR1Long,Niveau 1 : -10 %. Fabrique plus vite (chimie et explosifs).,Niveau 1 : -10 %. Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemSpeedR2,Production rapide,Production rapide
dhsPerkMedicChemSpeedR2Long,Niveau 2 : -20 %. Fabrique plus vite (chimie et explosifs).,Niveau 2 : -20 %. Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemSpeedR3,Production rapide,Production rapide
dhsPerkMedicChemSpeedR3Long,Niveau 3 : -30 %. Fabrique plus vite (chimie et explosifs).,Niveau 3 : -30 %. Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemSpeedR4,Production rapide,Production rapide
dhsPerkMedicChemSpeedR4Long,Niveau 4 : -40 %. Fabrique plus vite (chimie et explosifs).,Niveau 4 : -40 %. Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemSpeedR5,Production rapide,Production rapide
dhsPerkMedicChemSpeedR5Long,Niveau 5 : -50 %. Fabrique plus vite (chimie et explosifs).,Niveau 5 : -50 %. Fabrique plus vite (chimie et explosifs).
dhsPerkMedicChemAtelierIName,Atelier : chimie et explosifs,Atelier : chimie et explosifs
dhsPerkMedicChemAtelierIDesc,Débloque la fabrication de votre spécialité : chimie et explosifs.,Débloque la fabrication de votre spécialité : chimie et explosifs.
dhsPerkMedicChemAtelierIR1,Atelier : chimie et explosifs,Atelier : chimie et explosifs
dhsPerkMedicChemAtelierIR1Long,Débloque la fabrication de votre spécialité : chimie et explosifs.,Débloque la fabrication de votre spécialité : chimie et explosifs.
dhsPerkMedicChemSigBombName,Cocktails du chimiste,Cocktails du chimiste
dhsPerkMedicChemSigBombDesc,Débloque la fabrication des Cocktails incendiaires du chimiste.,Débloque la fabrication des Cocktails incendiaires du chimiste.
dhsPerkMedicChemSigBombR1,Cocktails du chimiste,Cocktails du chimiste
dhsPerkMedicChemSigBombR1Long,Débloque la fabrication des Cocktails incendiaires du chimiste.,Débloque la fabrication des Cocktails incendiaires du chimiste.
dhsSkillClassMedicChemSpecName,Chimiste — Spécialité,Chimiste — Spécialité
dhsSkillClassMedicChemSpecDesc,Sous-branche Chimiste : Spécialité.,Sous-branche Chimiste : Spécialité.
dhsPerkMedicChemHazmatName,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatDesc,Réduit fortement les dégâts élémentaires subis.,Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemHazmatR1,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatR1Long,Niveau 1 : +3. Réduit fortement les dégâts élémentaires subis.,Niveau 1 : +3. Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemHazmatR2,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatR2Long,Niveau 2 : +6. Réduit fortement les dégâts élémentaires subis.,Niveau 2 : +6. Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemHazmatR3,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatR3Long,Niveau 3 : +9. Réduit fortement les dégâts élémentaires subis.,Niveau 3 : +9. Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemHazmatR4,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatR4Long,Niveau 4 : +12. Réduit fortement les dégâts élémentaires subis.,Niveau 4 : +12. Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemHazmatR5,Combinaison NBC,Combinaison NBC
dhsPerkMedicChemHazmatR5Long,Niveau 5 : +15. Réduit fortement les dégâts élémentaires subis.,Niveau 5 : +15. Réduit fortement les dégâts élémentaires subis.
dhsPerkMedicChemAntitoxName,Antidote,Antidote
dhsPerkMedicChemAntitoxDesc,Résiste fortement aux effets négatifs.,Résiste fortement aux effets négatifs.
dhsPerkMedicChemAntitoxR1,Antidote,Antidote
dhsPerkMedicChemAntitoxR1Long,Niveau 1 : +1. Résiste fortement aux effets négatifs.,Niveau 1 : +1. Résiste fortement aux effets négatifs.
dhsPerkMedicChemAntitoxR2,Antidote,Antidote
dhsPerkMedicChemAntitoxR2Long,Niveau 2 : +2. Résiste fortement aux effets négatifs.,Niveau 2 : +2. Résiste fortement aux effets négatifs.
dhsPerkMedicChemAntitoxR3,Antidote,Antidote
dhsPerkMedicChemAntitoxR3Long,Niveau 3 : +3. Résiste fortement aux effets négatifs.,Niveau 3 : +3. Résiste fortement aux effets négatifs.
dhsPerkMedicChemAntitoxR4,Antidote,Antidote
dhsPerkMedicChemAntitoxR4Long,Niveau 4 : +4. Résiste fortement aux effets négatifs.,Niveau 4 : +4. Résiste fortement aux effets négatifs.
dhsPerkMedicChemAntitoxR5,Antidote,Antidote
dhsPerkMedicChemAntitoxR5Long,Niveau 5 : +5. Résiste fortement aux effets négatifs.,Niveau 5 : +5. Résiste fortement aux effets négatifs.
dhsPerkMedicChemBlastName,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastDesc,Réduit les dégâts d'explosion subis.,Réduit les dégâts d'explosion subis.
dhsPerkMedicChemBlastR1,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastR1Long,Niveau 1 : -8 %. Réduit les dégâts d'explosion subis.,Niveau 1 : -8 %. Réduit les dégâts d'explosion subis.
dhsPerkMedicChemBlastR2,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastR2Long,Niveau 2 : -16 %. Réduit les dégâts d'explosion subis.,Niveau 2 : -16 %. Réduit les dégâts d'explosion subis.
dhsPerkMedicChemBlastR3,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastR3Long,Niveau 3 : -24 %. Réduit les dégâts d'explosion subis.,Niveau 3 : -24 %. Réduit les dégâts d'explosion subis.
dhsPerkMedicChemBlastR4,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastR4Long,Niveau 4 : -32 %. Réduit les dégâts d'explosion subis.,Niveau 4 : -32 %. Réduit les dégâts d'explosion subis.
dhsPerkMedicChemBlastR5,Manipulation prudente,Manipulation prudente
dhsPerkMedicChemBlastR5Long,Niveau 5 : -40 %. Réduit les dégâts d'explosion subis.,Niveau 5 : -40 %. Réduit les dégâts d'explosion subis.
dhsPerkMedicChemLabName,Laborantin,Laborantin
dhsPerkMedicChemLabDesc,Améliore la qualité du butin trouvé.,Améliore la qualité du butin trouvé.
dhsPerkMedicChemLabR1,Laborantin,Laborantin
dhsPerkMedicChemLabR1Long,Niveau 1 : +4 %. Améliore la qualité du butin trouvé.,Niveau 1 : +4 %. Améliore la qualité du butin trouvé.
dhsPerkMedicChemLabR2,Laborantin,Laborantin
dhsPerkMedicChemLabR2Long,Niveau 2 : +8 %. Améliore la qualité du butin trouvé.,Niveau 2 : +8 %. Améliore la qualité du butin trouvé.
dhsPerkMedicChemLabR3,Laborantin,Laborantin
dhsPerkMedicChemLabR3Long,Niveau 3 : +12 %. Améliore la qualité du butin trouvé.,Niveau 3 : +12 %. Améliore la qualité du butin trouvé.
dhsPerkMedicChemLabR4,Laborantin,Laborantin
dhsPerkMedicChemLabR4Long,Niveau 4 : +16 %. Améliore la qualité du butin trouvé.,Niveau 4 : +16 %. Améliore la qualité du butin trouvé.
dhsPerkMedicChemLabR5,Laborantin,Laborantin
dhsPerkMedicChemLabR5Long,Niveau 5 : +20 %. Améliore la qualité du butin trouvé.,Niveau 5 : +20 %. Améliore la qualité du butin trouvé.
dhsPerkMedicChemYieldName,Distillateur,Distillateur
dhsPerkMedicChemYieldDesc,Récupère davantage de butin.,Récupère davantage de butin.
dhsPerkMedicChemYieldR1,Distillateur,Distillateur
dhsPerkMedicChemYieldR1Long,Niveau 1 : +4 %. Récupère davantage de butin.,Niveau 1 : +4 %. Récupère davantage de butin.
dhsPerkMedicChemYieldR2,Distillateur,Distillateur
dhsPerkMedicChemYieldR2Long,Niveau 2 : +8 %. Récupère davantage de butin.,Niveau 2 : +8 %. Récupère davantage de butin.
dhsPerkMedicChemYieldR3,Distillateur,Distillateur
dhsPerkMedicChemYieldR3Long,Niveau 3 : +12 %. Récupère davantage de butin.,Niveau 3 : +12 %. Récupère davantage de butin.
dhsPerkMedicChemYieldR4,Distillateur,Distillateur
dhsPerkMedicChemYieldR4Long,Niveau 4 : +16 %. Récupère davantage de butin.,Niveau 4 : +16 %. Récupère davantage de butin.
dhsPerkMedicChemYieldR5,Distillateur,Distillateur
dhsPerkMedicChemYieldR5Long,Niveau 5 : +20 %. Récupère davantage de butin.,Niveau 5 : +20 %. Récupère davantage de butin.
dhsPerkMedicChemQuietName,Pas discrets,Pas discrets
dhsPerkMedicChemQuietDesc,Réduit le bruit que vous faites.,Réduit le bruit que vous faites.
dhsPerkMedicChemQuietR1,Pas discrets,Pas discrets
dhsPerkMedicChemQuietR1Long,Niveau 1 : -4 %. Réduit le bruit que vous faites.,Niveau 1 : -4 %. Réduit le bruit que vous faites.
dhsPerkMedicChemQuietR2,Pas discrets,Pas discrets
dhsPerkMedicChemQuietR2Long,Niveau 2 : -8 %. Réduit le bruit que vous faites.,Niveau 2 : -8 %. Réduit le bruit que vous faites.
dhsPerkMedicChemQuietR3,Pas discrets,Pas discrets
dhsPerkMedicChemQuietR3Long,Niveau 3 : -12 %. Réduit le bruit que vous faites.,Niveau 3 : -12 %. Réduit le bruit que vous faites.
dhsPerkMedicChemQuietR4,Pas discrets,Pas discrets
dhsPerkMedicChemQuietR4Long,Niveau 4 : -16 %. Réduit le bruit que vous faites.,Niveau 4 : -16 %. Réduit le bruit que vous faites.
dhsPerkMedicChemQuietR5,Pas discrets,Pas discrets
dhsPerkMedicChemQuietR5Long,Niveau 5 : -20 %. Réduit le bruit que vous faites.,Niveau 5 : -20 %. Réduit le bruit que vous faites.
dhsThrownFirebomb,Cocktail incendiaire du chimiste,Cocktail incendiaire du chimiste
dhsThrownFirebombDesc,Cocktail incendiaire renforcé à la chimie : bien plus dévastateur. Fabriqué uniquement par le Chimiste.,Cocktail incendiaire renforcé à la chimie : bien plus dévastateur. Fabriqué uniquement par le Chimiste.
dhsReqClassSoldSnip,Nécessite la classe Tireur d'élite,Nécessite la classe Tireur d'élite
dhsBookClassSoldSnip,Manuel de classe : Tireur d'élite,Manuel de classe : Tireur d'élite
dhsBookClassSoldSnipDesc,"Devenez Tireur d'élite : maîtrisez les fusils de précision. La lecture choisit la classe Tireur d'élite, débloque son craft signature et octroie quelques points de classe.","Devenez Tireur d'élite : maîtrisez les fusils de précision. La lecture choisit la classe Tireur d'élite, débloque son craft signature et octroie quelques points de classe."
dhsMagSoldSnip,Manuel : Tireur d'élite,Manuel : Tireur d'élite
dhsMagSoldSnipDesc,Un magazine de Tireur d'élite. Le lire octroie 1 point de classe Tireur d'élite à dépenser dans l'arbre Tireur d'élite. Utile uniquement à cette classe.,Un magazine de Tireur d'élite. Le lire octroie 1 point de classe Tireur d'élite à dépenser dans l'arbre Tireur d'élite. Utile uniquement à cette classe.
dhsSkillClassSoldSnipArmeName,Tireur d'élite — Arme,Tireur d'élite — Arme
dhsSkillClassSoldSnipArmeDesc,Sous-branche Tireur d'élite : Arme.,Sous-branche Tireur d'élite : Arme.
dhsPerkSoldSnipDmgName,Dégâts,Dégâts
dhsPerkSoldSnipDmgDesc,Augmente les dégâts de l'arme de classe.,Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipDmgR1,Dégâts,Dégâts
dhsPerkSoldSnipDmgR1Long,Niveau 1 : +8 %. Augmente les dégâts de l'arme de classe.,Niveau 1 : +8 %. Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipDmgR2,Dégâts,Dégâts
dhsPerkSoldSnipDmgR2Long,Niveau 2 : +16 %. Augmente les dégâts de l'arme de classe.,Niveau 2 : +16 %. Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipDmgR3,Dégâts,Dégâts
dhsPerkSoldSnipDmgR3Long,Niveau 3 : +24 %. Augmente les dégâts de l'arme de classe.,Niveau 3 : +24 %. Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipDmgR4,Dégâts,Dégâts
dhsPerkSoldSnipDmgR4Long,Niveau 4 : +32 %. Augmente les dégâts de l'arme de classe.,Niveau 4 : +32 %. Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipDmgR5,Dégâts,Dégâts
dhsPerkSoldSnipDmgR5Long,Niveau 5 : +40 %. Augmente les dégâts de l'arme de classe.,Niveau 5 : +40 %. Augmente les dégâts de l'arme de classe.
dhsPerkSoldSnipHandName,Maniement,Maniement
dhsPerkSoldSnipHandDesc,"Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipHandR1,Maniement,Maniement
dhsPerkSoldSnipHandR1Long,"Niveau 1 : +10 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Niveau 1 : +10 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipHandR2,Maniement,Maniement
dhsPerkSoldSnipHandR2Long,"Niveau 2 : +20 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Niveau 2 : +20 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipHandR3,Maniement,Maniement
dhsPerkSoldSnipHandR3Long,"Niveau 3 : +30 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Niveau 3 : +30 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipHandR4,Maniement,Maniement
dhsPerkSoldSnipHandR4Long,"Niveau 4 : +40 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Niveau 4 : +40 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipHandR5,Maniement,Maniement
dhsPerkSoldSnipHandR5Long,"Niveau 5 : +50 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits.","Niveau 5 : +50 %. Améliore la prise en main : visée plus rapide, recul et oscillation réduits."
dhsPerkSoldSnipReloadName,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadDesc,Recharge plus vite.,Recharge plus vite.
dhsPerkSoldSnipReloadR1,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadR1Long,Niveau 1 : -6 %. Recharge plus vite.,Niveau 1 : -6 %. Recharge plus vite.
dhsPerkSoldSnipReloadR2,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadR2Long,Niveau 2 : -12 %. Recharge plus vite.,Niveau 2 : -12 %. Recharge plus vite.
dhsPerkSoldSnipReloadR3,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadR3Long,Niveau 3 : -18 %. Recharge plus vite.,Niveau 3 : -18 %. Recharge plus vite.
dhsPerkSoldSnipReloadR4,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadR4Long,Niveau 4 : -24 %. Recharge plus vite.,Niveau 4 : -24 %. Recharge plus vite.
dhsPerkSoldSnipReloadR5,Rechargement rapide,Rechargement rapide
dhsPerkSoldSnipReloadR5Long,Niveau 5 : -30 %. Recharge plus vite.,Niveau 5 : -30 %. Recharge plus vite.
dhsPerkSoldSnipAimName,Précision,Précision
dhsPerkSoldSnipAimDesc,Réduit la dispersion des tirs en visée.,Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipAimR1,Précision,Précision
dhsPerkSoldSnipAimR1Long,Niveau 1 : -6 %. Réduit la dispersion des tirs en visée.,Niveau 1 : -6 %. Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipAimR2,Précision,Précision
dhsPerkSoldSnipAimR2Long,Niveau 2 : -12 %. Réduit la dispersion des tirs en visée.,Niveau 2 : -12 %. Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipAimR3,Précision,Précision
dhsPerkSoldSnipAimR3Long,Niveau 3 : -18 %. Réduit la dispersion des tirs en visée.,Niveau 3 : -18 %. Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipAimR4,Précision,Précision
dhsPerkSoldSnipAimR4Long,Niveau 4 : -24 %. Réduit la dispersion des tirs en visée.,Niveau 4 : -24 %. Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipAimR5,Précision,Précision
dhsPerkSoldSnipAimR5Long,Niveau 5 : -30 %. Réduit la dispersion des tirs en visée.,Niveau 5 : -30 %. Réduit la dispersion des tirs en visée.
dhsPerkSoldSnipPierceName,Perforation,Perforation
dhsPerkSoldSnipPierceDesc,Vos tirs ignorent davantage l'armure.,Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipPierceR1,Perforation,Perforation
dhsPerkSoldSnipPierceR1Long,Niveau 1 : -6 %. Vos tirs ignorent davantage l'armure.,Niveau 1 : -6 %. Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipPierceR2,Perforation,Perforation
dhsPerkSoldSnipPierceR2Long,Niveau 2 : -12 %. Vos tirs ignorent davantage l'armure.,Niveau 2 : -12 %. Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipPierceR3,Perforation,Perforation
dhsPerkSoldSnipPierceR3Long,Niveau 3 : -18 %. Vos tirs ignorent davantage l'armure.,Niveau 3 : -18 %. Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipPierceR4,Perforation,Perforation
dhsPerkSoldSnipPierceR4Long,Niveau 4 : -24 %. Vos tirs ignorent davantage l'armure.,Niveau 4 : -24 %. Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipPierceR5,Perforation,Perforation
dhsPerkSoldSnipPierceR5Long,Niveau 5 : -30 %. Vos tirs ignorent davantage l'armure.,Niveau 5 : -30 %. Vos tirs ignorent davantage l'armure.
dhsPerkSoldSnipWStamName,Aisance,Aisance
dhsPerkSoldSnipWStamDesc,Réduit l'endurance dépensée en maniant cette arme.,Réduit l'endurance dépensée en maniant cette arme.
dhsPerkSoldSnipWStamR1,Aisance,Aisance
dhsPerkSoldSnipWStamR1Long,Niveau 1 : -5 %. Réduit l'endurance dépensée en maniant cette arme.,Niveau 1 : -5 %. Réduit l'endurance dépensée en maniant cette arme.
dhsPerkSoldSnipWStamR2,Aisance,Aisance
dhsPerkSoldSnipWStamR2Long,Niveau 2 : -10 %. Réduit l'endurance dépensée en maniant cette arme.,Niveau 2 : -10 %. Réduit l'endurance dépensée en maniant cette arme.
dhsPerkSoldSnipWStamR3,Aisance,Aisance
dhsPerkSoldSnipWStamR3Long,Niveau 3 : -15 %. Réduit l'endurance dépensée en maniant cette arme.,Niveau 3 : -15 %. Réduit l'endurance dépensée en maniant cette arme.
dhsPerkSoldSnipWStamR4,Aisance,Aisance
dhsPerkSoldSnipWStamR4Long,Niveau 4 : -20 %. Réduit l'endurance dépensée en maniant cette arme.,Niveau 4 : -20 %. Réduit l'endurance dépensée en maniant cette arme.
dhsPerkSoldSnipWStamR5,Aisance,Aisance
dhsPerkSoldSnipWStamR5Long,Niveau 5 : -25 %. Réduit l'endurance dépensée en maniant cette arme.,Niveau 5 : -25 %. Réduit l'endurance dépensée en maniant cette arme.
dhsSkillClassSoldSnipMetierName,Tireur d'élite — Métier,Tireur d'élite — Métier
dhsSkillClassSoldSnipMetierDesc,Sous-branche Tireur d'élite : Métier.,Sous-branche Tireur d'élite : Métier.
dhsPerkSoldSnipQualityName,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSoldSnipQualityDesc,Améliore la qualité de ce que vous fabriquez (fusils de précision).,Améliore la qualité de ce que vous fabriquez (fusils de précision).
dhsPerkSoldSnipQualityR1,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSoldSnipQualityR1Long,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (fusils de précision).,Niveau 1 : +1. Améliore la qualité de ce que vous fabriquez (fusils de précision).
dhsPerkSoldSnipQualityR2,Maîtrise d'artisanat,Maîtrise d'artisanat
dhsPerkSoldSnipQualityR2Long,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (fusils de précision).,Niveau 2 : +2. Améliore la qualité de ce que vous fabriquez (fusils de précision).
